date,meta_close
2015-01-04,77.83915710449219
2015-01-11,76.4818115234375
2015-01-18,75.14629211425782
2015-01-25,76.51455116271973
2015-02-01,76.0888916015625
2015-02-08,74.63431091308594
2015-02-15,75.03317718505859
2015-02-22,77.3008804321289
2015-03-01,78.62895965576172
2015-03-08,79.6688018798828
2015-03-15,77.69826812744141
2015-03-22,80.34747161865235
2015-03-29,83.14154663085938
2015-04-05,81.52275276184082
2015-04-12,81.60957183837891
2015-04-19,81.82388458251953
2015-04-26,82.40929107666015
2015-05-03,79.53981018066406
2015-05-10,77.67245941162109
2015-05-17,78.5237823486328
2015-05-24,79.98829498291016
2015-05-31,79.1836109161377
2015-06-07,80.83762817382812
2015-06-14,80.73840789794922
2015-06-21,81.15911102294922
2015-06-28,86.81274108886718
2015-07-05,85.7694320678711
2015-07-12,86.1737548828125
2015-07-19,90.36288299560547
2015-07-26,96.38958892822265
2015-08-02,94.39324951171875
2015-08-09,94.07375640869141
2015-08-16,93.23037872314453
2015-08-23,91.48804931640625
2015-08-30,85.92967224121094
2015-09-06,87.90219268798828
2015-09-13,90.29144287109375
2015-09-20,92.7521255493164
2015-09-27,93.20060882568359
2015-10-04,89.06109466552735
2015-10-11,92.25998992919922
2015-10-18,94.44881744384766
2015-10-25,98.1180191040039
2015-11-01,102.89652099609376
2015-11-08,104.3193572998047
2015-11-15,106.24226837158203
2015-11-22,105.2778335571289
2015-11-29,105.06301307678223
2015-12-06,104.77577209472656
2015-12-13,104.03161163330078
2015-12-20,104.43246765136719
2015-12-27,104.1650619506836
2016-01-03,105.19201278686523
2016-01-10,99.85042877197266
2016-01-17,96.37569732666016
2016-01-24,94.68446922302246
2016-01-31,101.22960052490234
2016-02-07,110.52267761230469
2016-02-14,100.05680847167969
2016-02-21,102.90495681762695
2016-02-28,106.26409454345703
2016-03-06,108.0838134765625
2016-03-13,106.3454574584961
2016-03-20,110.17738189697266
2016-03-27,111.54713249206543
2016-04-03,114.04305114746094
2016-04-10,111.67364501953125
2016-04-17,109.26057434082031
2016-04-24,110.96123504638672
2016-05-01,111.53671722412109
2016-05-08,117.35108947753906
2016-05-15,118.93663787841797
2016-05-22,116.6505859375
2016-05-29,117.16257171630859
2016-06-05,117.82288360595703
2016-06-12,117.10502471923829
2016-06-19,113.29095001220703
2016-06-26,112.87819366455078
2016-07-03,111.98123168945312
2016-07-10,115.09429931640625
2016-07-17,116.43229827880859
2016-07-24,119.76217498779297
2016-07-31,122.06807556152344
2016-08-07,122.91938934326171
2016-08-14,124.0227264404297
2016-08-21,122.84398803710937
2016-08-28,123.20316925048829
2016-09-04,125.25307769775391
2016-09-11,128.52887344360352
2016-09-18,127.21964874267579
2016-09-25,128.04914245605468
2016-10-02,127.3188705444336
2016-10-09,127.63044128417968
2016-10-16,127.77132873535156
2016-10-23,128.64844665527343
2016-10-30,130.4939392089844
2016-11-06,124.70339660644531
2016-11-13,120.9250473022461
2016-11-20,115.77743682861328
2016-11-27,120.17194938659668
2016-12-04,117.1208999633789
2016-12-11,117.33521118164063
2016-12-18,118.81361236572266
2016-12-25,117.48602905273438
2017-01-01,115.67475128173828
2017-01-08,118.97385597229004
2017-01-15,125.0784423828125
2017-01-22,126.60150146484375
2017-01-29,129.9283874511719
2017-02-05,130.2478759765625
2017-02-12,132.24818725585936
2017-02-19,132.700634765625
2017-02-26,134.10760116577148
2017-03-05,135.59591369628907
2017-03-12,136.82030029296874
2017-03-19,138.60629577636718
2017-03-26,138.49515686035156
2017-04-02,140.7335968017578
2017-04-09,140.45975341796876
2017-04-16,138.89253997802734
2017-04-23,141.3170166015625
2017-04-30,146.14710693359376
2017-05-07,150.4453857421875
2017-05-14,149.26861267089845
2017-05-21,146.95477294921875
2017-05-28,148.9193603515625
2017-06-04,151.05955505371094
2017-06-11,151.58444519042968
2017-06-18,148.7943359375
2017-06-25,152.30478515625
2017-07-02,150.70335998535157
2017-07-09,148.5914306640625
2017-07-16,156.1545837402344
2017-07-23,161.86773986816405
2017-07-30,166.64822998046876
2017-08-06,168.00558471679688
2017-08-13,168.65050354003907
2017-08-20,167.896435546875
2017-08-27,166.7295928955078
2017-09-03,168.51755981445314
2017-09-10,170.40524673461914
2017-09-17,171.08145446777343
2017-09-24,169.93643493652343
2017-10-01,165.57267150878906
2017-10-08,168.93826293945312
2017-10-15,171.2798828125
2017-10-22,173.87551574707032
2017-10-29,171.0933624267578
2017-11-05,178.68378295898438
2017-11-12,178.14996337890625
2017-11-19,177.2847686767578
2017-11-26,179.65269088745117
2017-12-03,177.18157043457032
2017-12-10,174.53037719726564
2017-12-17,177.1835510253906
2017-12-24,177.18355407714844
2017-12-31,175.61933517456055
2018-01-07,182.88234329223633
2018-01-14,184.77596740722657
2018-01-21,177.87413024902344
2018-01-28,186.28811645507812
2018-02-04,187.2029296875
2018-02-11,177.49510192871094
2018-02-18,175.8996337890625
2018-02-25,177.65585327148438
2018-03-04,178.05669860839845
2018-03-11,180.87259826660156
2018-03-18,182.52364196777344
2018-03-25,165.57662658691407
2018-04-01,155.05818557739258
2018-04-08,155.408447265625
2018-04-15,162.262646484375
2018-04-22,165.546875
2018-04-29,165.2968292236328
2018-05-06,173.15318908691407
2018-05-13,180.99365844726563
2018-05-20,182.6863800048828
2018-05-27,183.7658935546875
2018-06-03,188.31718826293945
2018-06-10,189.4810546875
2018-06-17,192.29298095703126
2018-06-24,198.64910583496095
2018-07-01,194.8191711425781
2018-07-08,196.40125274658203
2018-07-15,203.41570434570312
2018-07-22,207.29526062011718
2018-07-29,197.29771728515624
2018-08-05,172.5340362548828
2018-08-12,182.1763702392578
2018-08-19,176.45328674316406
2018-08-26,171.9129211425781
2018-09-02,175.22293701171876
2018-09-09,164.68513107299805
2018-09-16,161.8895751953125
2018-09-23,161.31210632324218
2018-09-30,164.82058410644532
2018-10-07,158.8295928955078
2018-10-14,153.5192657470703
2018-10-21,154.92225036621093
2018-10-28,149.13565979003906
2018-11-04,147.28419494628906
2018-11-11,147.43897399902343
2018-11-18,141.15428771972657
2018-11-25,131.59977340698242
2018-12-02,136.4154815673828
2018-12-09,137.93506240844727
2018-12-16,142.38265075683594
2018-12-23,134.03614959716796
2018-12-30,130.46617317199707
2019-01-06,133.07073593139648
2019-01-13,141.45195922851562
2019-01-20,146.89126281738282
2019-01-27,145.53541564941406
2019-02-03,153.68992309570314
2019-02-10,167.60670776367186
2019-02-17,162.99093627929688
2019-02-24,160.43598175048828
2019-03-03,161.78836059570312
2019-03-10,168.65052185058593
2019-03-17,169.37285461425782
2019-03-24,162.30630493164062
2019-03-31,165.12021484375
2019-04-07,172.2840118408203
2019-04-14,176.006787109375
2019-04-21,177.50204849243164
2019-04-28,185.05776672363282
2019-05-05,192.33268127441406
2019-05-12,188.55631103515626
2019-05-19,182.7320129394531
2019-05-26,181.53341674804688
2019-06-02,180.3298568725586
2019-06-09,166.9895446777344
2019-06-16,175.9710662841797
2019-06-23,187.6533966064453
2019-06-30,188.83810424804688
2019-07-07,193.87854766845703
2019-07-14,199.1968017578125
2019-07-21,200.1671936035156
2019-07-28,200.38746032714843
2019-08-04,192.28306579589844
2019-08-11,184.432666015625
2019-08-18,182.53158874511718
2019-08-25,181.24170837402343
2019-09-01,181.50762023925782
2019-09-08,185.52410125732422
2019-09-15,186.15515747070313
2019-09-22,187.03424682617188
2019-09-29,180.20783386230468
2019-10-06,176.28064575195313
2019-10-13,178.8961212158203
2019-10-20,186.13133850097657
2019-10-27,185.05179443359376
2019-11-03,188.9631134033203
2019-11-10,190.87213439941405
2019-11-17,191.6004150390625
2019-11-24,196.65276794433595
2019-12-01,199.0380516052246
2019-12-08,197.97440185546876
2019-12-15,197.5159942626953
2019-12-22,200.65933837890626
2019-12-29,205.18729400634766
2020-01-05,205.41550064086914
2020-01-12,213.77044372558595
2020-01-19,219.48361511230468
2020-01-26,218.4011001586914
2020-02-02,211.80386352539062
2020-02-09,207.83104858398437
2020-02-16,210.0178955078125
2020-02-23,213.3383331298828
2020-03-01,193.86069030761718
2020-03-08,186.6056121826172
2020-03-15,167.2237121582031
2020-03-22,147.88944091796876
2020-03-29,155.8608825683594
2020-04-05,159.69082641601562
2020-04-12,169.63132095336914
2020-04-19,175.7051513671875
2020-04-26,179.89230346679688
2020-05-03,192.8029815673828
2020-05-10,207.2555694580078
2020-05-17,207.5849822998047
2020-05-24,223.51398315429688
2020-05-31,226.19742584228516
2020-06-07,228.5762512207031
2020-06-14,230.15585021972657
2020-06-21,233.84688720703124
2020-06-28,231.6302978515625
2020-07-05,227.88170623779297
2020-07-12,240.96702575683594
2020-07-19,238.52220764160157
2020-07-26,236.21629333496094
2020-08-02,235.17050170898438
2020-08-09,254.92547912597655
2020-08-16,258.285107421875
2020-08-23,262.3631103515625
2020-08-30,286.35285034179685
2020-09-06,290.7166015625
2020-09-13,267.79349517822266
2020-09-20,259.8488372802734
2020-09-27,249.29763488769532
2020-10-04,259.38051147460936
2020-10-11,259.8885192871094
2020-10-18,269.1597839355469
2020-10-25,271.98561401367186
2020-11-01,272.2653869628906
2020-11-08,278.24248046875
2020-11-15,273.79340209960935
2020-11-22,271.5827575683594
2020-11-29,272.5486831665039
2020-12-06,280.3182067871094
2020-12-13,277.33759765625
2020-12-20,273.11472778320314
2020-12-27,266.75414276123047
2021-01-03,272.56356048583984
2021-01-10,265.81996459960936
2021-01-17,249.35716247558594
2021-01-24,266.8930435180664
2021-01-31,268.99506225585935
2021-02-07,263.9943054199219
2021-02-14,267.65757446289064
2021-02-21,267.5231170654297
2021-02-28,258.53314514160155
2021-03-07,258.22161865234375
2021-03-14,263.57757568359375
2021-03-21,278.9648193359375
2021-03-28,283.3901123046875
2021-04-04,290.72107696533203
2021-04-11,308.32838745117186
2021-04-18,305.2287292480469
2021-04-25,298.45982666015624
2021-05-02,311.2177429199219
2021-05-09,316.5280395507813
2021-05-16,304.8576416015625
2021-05-23,312.3190856933594
2021-05-30,325.7556518554687
2021-06-06,326.1083755493164
2021-06-13,330.2543090820312
2021-06-20,331.5521545410156
2021-06-27,336.6501525878906
2021-07-04,350.11846923828125
2021-07-11,347.1110382080078
2021-07-18,344.99269409179686
2021-07-25,346.4452880859375
2021-08-01,362.78704223632815
2021-08-08,354.93267822265625
2021-08-15,358.8896057128906
2021-08-22,356.1947509765625
2021-08-29,363.99555053710935
2021-09-05,375.7771057128906
2021-09-12,376.1581115722656
2021-09-19,370.0441040039062
2021-09-26,348.32850341796876
2021-10-03,340.5753234863281
2021-10-10,327.8472412109375
2021-10-17,322.8762512207031
2021-10-24,333.8997314453125
2021-10-31,316.9547119140625
2021-11-07,330.73655395507814
2021-11-14,331.4509643554687
2021-11-21,340.38482666015625
2021-11-28,335.47735595703125
2021-12-05,315.5874450683594
2021-12-12,323.6223999023438
2021-12-19,333.10198974609375
2021-12-26,328.75511169433594
2022-01-02,340.537646484375
